	Unnamed: 0	0	query	triples
1336	1336	What third film in a franchise did Camile Delamarre edit?	What third film in a franchise did Camile Delamarre edit?	"{""named_entities"": [""Camile Delamarre""]}"
1337	1337	Geoffrey Rush, one of the stars in Intolerable Cruelty, is a known actor and film producer in what country?	Geoffrey Rush, one of the stars in Intolerable Cruelty, is a known actor and film producer in what country?	"{""named_entities"": [""Geoffrey Rush"", ""Intolerable Cruelty""]}"
1338	1338	Are both The Straight Story and Frozen films of the same genre?	Are both The Straight Story and Frozen films of the same genre?	"{""named_entities"": [""The Straight Story"", ""Frozen""]}"
1339	1339	What did the main character of the Novel whose second sequel was published by Viking Adult go to college?	What did the main character of the Novel whose second sequel was published by Viking Adult go to college?	"{""named_entities"": [""Viking Adult""]}"
1340	1340	What's the name for the character also known as Holger Danske, from medieval French chansons de geste?	What's the name for the character also known as Holger Danske, from medieval French chansons de geste?	"{""named_entities"": [""Holger Danske""]}"
1341	1341	Which dog breed has more derivative breeds from the original, German Spitz or Norfolk Spaniel?	Which dog breed has more derivative breeds from the original, German Spitz or Norfolk Spaniel?	"{""named_entities"": [""German Spitz"", ""Norfolk Spaniel""]}"
1342	1342	What empire was Aleksei Gen born into?	What empire was Aleksei Gen born into?	"{""named_entities"": [""Aleksei Gen""]}"
1343	1343	Who was person born in Sweden 1964 that founded Hidden City Entertainment in 2004?	Who was person born in Sweden 1964 that founded Hidden City Entertainment in 2004?	"{""named_entities"": [""Sweden"", ""Hidden City Entertainment""]}"
1344	1344	Which South Korean film about an affair between an attractive thirty-two-year-old woman and a youth just short of legal majority premiered at the 2005 Sundance Film Festival?	Which South Korean film about an affair between an attractive thirty-two-year-old woman and a youth just short of legal majority premiered at the 2005 Sundance Film Festival?	"{""named_entities"": [""South Korean"", ""2005 Sundance Film Festival""]}"
1345	1345	Are both Upper Crust Pizzeria and Eatza Pizza restaurants?	Are both Upper Crust Pizzeria and Eatza Pizza restaurants?	"{""named_entities"": [""Upper Crust Pizzeria"", ""Eatza Pizza""]}"
1346	1346	In between Atsushi Ogata and Ralph Smart who graduated from Harvard College?	In between Atsushi Ogata and Ralph Smart who graduated from Harvard College?	"{""named_entities"": [""Atsushi Ogata"", ""Ralph Smart"", ""Harvard College""]}"
1347	1347	The third solo album by David Gates of Bread shares a name with a 1977 film directed by who?	The third solo album by David Gates of Bread shares a name with a 1977 film directed by who?	"{""named_entities"": [""David Gates"", ""Bread""]}"
1348	1348	What ABC television series was inspired by a 2011 film and cast Dominic Cooper as young Howard Stark?	What ABC television series was inspired by a 2011 film and cast Dominic Cooper as young Howard Stark?	"{""named_entities"": [""ABC"", ""Dominic Cooper"", ""Howard Stark""]}"
1349	1349	Substorm was described in qualitative terms by a scientist nominated for what seven times?	Substorm was described in qualitative terms by a scientist nominated for what seven times?	"{""named_entities"": [""Substorm""]}"
1350	1350	Which channel produced the ninth volume of the tv series that premiered as the same date as RuPaul's first album?	Which channel produced the ninth volume of the tv series that premiered as the same date as RuPaul's first album?	"{""named_entities"": [""RuPaul's"", ""tv series""]}"
1351	1351	Are Black and New Found Glory from the same country?	Are Black and New Found Glory from the same country?	"{""named_entities"": [""Black"", ""New Found Glory""]}"
1352	1352	What county is Ron Teachworth from?	What county is Ron Teachworth from?	"{""named_entities"": [""Ron Teachworth""]}"
1353	1353	Edithvale railway station is located on a line that is situated in what city?	Edithvale railway station is located on a line that is situated in what city?	"{""named_entities"": [""Edithvale railway station""]}"
1354	1354	What kind of game is The Park a spin-off of? 	What kind of game is The Park a spin-off of? 	"{""named_entities"": [""The Park""]}"
1355	1355	Which former Republican won the presidential nomination at the 2012 United States Libertarian National Convention? 	Which former Republican won the presidential nomination at the 2012 United States Libertarian National Convention? 	"{""named_entities"": [""Republican"", ""2012 United States Libertarian National Convention""]}"
1356	1356	Ælfgifu of Exeter and Ælfgifu of Shaftesbury are both known for being what?	Ælfgifu of Exeter and Ælfgifu of Shaftesbury are both known for being what?	"{""named_entities"": [""Ælfgifu of Exeter"", ""Ælfgifu of Shaftesbury""]}"
1357	1357	Who is the patron saint of Europe and has a historical religions building in Castres, Languedoc, France named after him?	Who is the patron saint of Europe and has a historical religions building in Castres, Languedoc, France named after him?	"{""named_entities"": [""Europe"", ""Castres"", ""Languedoc"", ""France""]}"
1358	1358	What is the hometown of Duck Down Music artist and complex rapper Pharaohe Monch?	What is the hometown of Duck Down Music artist and complex rapper Pharaohe Monch?	"{""named_entities"": [""Duck Down Music"", ""Pharaohe Monch"", ""Complex""]}"
1359	1359	Who is the mother of the princess who opened Middleton Grange Shopping Centre in 1970?	Who is the mother of the princess who opened Middleton Grange Shopping Centre in 1970?	"{""named_entities"": [""Middleton Grange Shopping Centre""]}"
1360	1360	What 1989-born Liverpool player was Jim Cassell responsible for developing?	What 1989-born Liverpool player was Jim Cassell responsible for developing?	"{""named_entities"": [""1989-born Liverpool player"", ""Jim Cassell""]}"
1361	1361	"Which novel by the author of ""Armada"" will adapted as a feature film by Steven Spielberg?"	"Which novel by the author of ""Armada"" will adapted as a feature film by Steven Spielberg?"	"{""named_entities"": [""Armada"", ""Steven Spielberg""]}"
1362	1362	When was the earliest film of High School and The Thorn in the Heart shot?	When was the earliest film of High School and The Thorn in the Heart shot?	"{""named_entities"": [""High School"", ""The Thorn in the Heart""]}"
1363	1363	Angelspit toured the United States with an American electronic music duo from Orlando, Florida, that formed in what year?	Angelspit toured the United States with an American electronic music duo from Orlando, Florida, that formed in what year?	"{""named_entities"": [""Angelspit"", ""United States"", ""Orlando, Florida""]}"
1364	1364	The owner of radio station KWPW has the same name as an American character actor. What is it?	The owner of radio station KWPW has the same name as an American character actor. What is it?	"{""named_entities"": [""KWPW"", ""American""]}"
1365	1365	Who was the husband of Kalanipauahi's niece?	Who was the husband of Kalanipauahi's niece?	"{""named_entities"": [""Kalanipauahi""]}"
1366	1366	Who worked on the origins of Mickey Mouse and created Oswald the Lucky Rabbit?	Who worked on the origins of Mickey Mouse and created Oswald the Lucky Rabbit?	"{""named_entities"": [""Mickey Mouse"", ""Oswald the Lucky Rabbit""]}"
1367	1367	Which 50th Congressional District representative was Brent Roger Wilkes connected to in a scandal?	Which 50th Congressional District representative was Brent Roger Wilkes connected to in a scandal?	"{""named_entities"": [""50th Congressional District"", ""Brent Roger Wilkes""]}"
1368	1368	"Giuseppe Tornatore, an italian film director and screenwriter, wrote and directed his film ""The Best Offer"" in what language?"	"Giuseppe Tornatore, an italian film director and screenwriter, wrote and directed his film ""The Best Offer"" in what language?"	"{""named_entities"": [""Giuseppe Tornatore"", ""The Best Offer""]}"
1369	1369	What is the pioneer who has a park dedicated to him near Lexington, North Carolina famous for?	What is the pioneer who has a park dedicated to him near Lexington, North Carolina famous for?	"{""named_entities"": [""Lexington, North Carolina""]}"
1370	1370	What game did the team with an 11-1 regular season record play in for the BCS title game?	What game did the team with an 11-1 regular season record play in for the BCS title game?	"{""named_entities"": [""BCS""]}"
1371	1371	Who was the Goal keeper for Iraq in the 1996 AFC Asian Cup played in the United Arab Emirates?	Who was the Goal keeper for Iraq in the 1996 AFC Asian Cup played in the United Arab Emirates?	"{""named_entities"": [""Iraq"", ""1996 AFC Asian Cup"", ""United Arab Emirates""]}"
1372	1372	As the oldest player in the NFL, this football player is the only player ever to have accomplished what?	As the oldest player in the NFL, this football player is the only player ever to have accomplished what?	"{""named_entities"": [""NFL""]}"
1373	1373	The structure in Wyoming in which Bořeň is similar to has a summit that is how many feet above sea level?	The structure in Wyoming in which Bořeň is similar to has a summit that is how many feet above sea level?	"{""named_entities"": [""Wyoming"", ""Bořeň""]}"
1374	1374	 The 2011–12 Houston Rockets season began with the drafting of the player who now plays for what team?	 The 2011–12 Houston Rockets season began with the drafting of the player who now plays for what team?	"{""named_entities"": [""2011–12 Houston Rockets season""]}"
1375	1375	Where operation Operation Dragoon and Battle of Cold Harbor fought during to different wars?	Where operation Operation Dragoon and Battle of Cold Harbor fought during to different wars?	"{""named_entities"": [""Operation Dragoon"", ""Battle of Cold Harbor""]}"
1376	1376	Was 9/11: Press for Truth released prior to Chasing Coral?	Was 9/11: Press for Truth released prior to Chasing Coral?	"{""named_entities"": [""9/11: Press for Truth"", ""Chasing Coral""]}"
1377	1377	"What German medium tank, sometimes called the ""Mark V"", that was deployed on the Eastern and Western fronts from mid-1943 provided the armor and suspension for the chassis of the tank destroyer built by Nazi Germany during World War II?"	"What German medium tank, sometimes called the ""Mark V"", that was deployed on the Eastern and Western fronts from mid-1943 provided the armor and suspension for the chassis of the tank destroyer built by Nazi Germany during World War II?"	"{""named_entities"": [""German"", ""Mark V"", ""Eastern front"", ""Western front"", ""Nazi Germany"", ""World War II""]}"
